Origin_Airport,Origin_City,Origin_State,Origin_Country,Destination_Airport,Destination_City,Destination_State,Destination_Country,Airline Name,delay
LaGuardia,New York,NY,USA,Lambert-St Louis International,St Louis,MO,USA,American Eagle Airlines Inc.,52
Lambert-St Louis International,St Louis,MO,USA,Miami International,Miami,FL,USA,Trans World Airways LLC,52
Lambert-St Louis International,St Louis,MO,USA,Port Columbus Intl,Columbus,OH,USA,American Airlines Inc.,52
Lambert-St Louis International,St Louis,MO,USA,Southwest Florida International,Ft. Myers,FL,USA,Trans World Airways LLC,52
McGhee-Tyson,Knoxville,TN,USA,Chicago O'Hare International,Chicago,IL,USA,Mesa Airlines Inc.,52
Memphis International,Memphis,TN,USA,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,Frontier Airlines Inc.,52
Phoenix Sky Harbor International,Phoenix,AZ,USA,Ontario International,Ontario,CA,USA,Skywest Airlines Inc.,52
Pittsburgh International,Pittsburgh,PA,USA,Port Columbus Intl,Columbus,OH,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),52
Salt Lake City Intl,Salt Lake City,UT,USA,Fresno Yosemite International,Fresno,CA,USA,Expressjet Airlines Inc.,52
Washington Dulles International,Chantilly,VA,USA,General Mitchell International,Milwaukee,WI,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),52
"Baton Rouge Metropolitan, Ryan",Baton Rouge,LA,USA,Birmingham International,Birmingham,AL,USA,Delta Air Lines Inc.,51
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Pittsburgh International,Pittsburgh,PA,USA,Skywest Airlines Inc.,51
Baltimore-Washington International,Baltimore,MD,USA,Daytona Beach International,Daytona Beach,FL,USA,AirTran Airways Corporation,50
City of Colorado Springs Muni,Colorado Springs,CO,USA,Montrose Regional,Montrose,CO,USA,Skywest Airlines Inc.,50
Cleveland-Hopkins Intl,Cleveland,OH,USA,Sarasota Bradenton International,Sarasota,FL,USA,Continental Air Lines Inc.,50
Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,General Mitchell International,Milwaukee,WI,USA,AirTran Airways Corporation,50
Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,Ronald Reagan Washington National,Arlington,VA,USA,Atlantic Southeast Airlines,50
Fresno Yosemite International,Fresno,CA,USA,Joslin Field - Magic Valley,Twin Falls,ID,USA,Skywest Airlines Inc.,50
Gen Edw L Logan Intl,Boston,MA,USA,Seattle-Tacoma Intl,Seattle,WA,USA,Northwest Airlines Inc.,50
Lambert-St Louis International,St Louis,MO,USA,Lincoln Municipal,Lincoln,NE,USA,Trans World Airways LLC,50
Lambert-St Louis International,St Louis,MO,USA,Nashville International,Nashville,TN,USA,American Eagle Airlines Inc.,50
Luis Munoz Marin International,San Juan,PR,USA,Tampa International,Tampa,FL,USA,Trans World Airways LLC,50
Minneapolis-St Paul Intl,Minneapolis,MN,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Pinnacle Airlines Inc.,50
Nashville International,Nashville,TN,USA,Wichita Mid-Continent,Wichita,KS,USA,Skywest Airlines Inc.,50
Ontario International,Ontario,CA,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Delta Air Lines Inc.,50
Panama City-Bay County International,Panama City,FL,USA,Orlando International,Orlando,FL,USA,Atlantic Southeast Airlines,50
Panama City-Bay County International,Panama City,FL,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Pinnacle Airlines Inc.,50
Philadelphia Intl,Philadelphia,PA,USA,Outagamie County Regional,Appleton,WI,USA,Skywest Airlines Inc.,50
Ronald Reagan Washington National,Arlington,VA,USA,Piedmont Triad International,Greensboro,NC,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),50
San Diego International-Lindbergh,San Diego,CA,USA,Long Beach (Daugherty ),Long Beach,CA,USA,American Airlines Inc.,50
Tampa International,Tampa,FL,USA,Newport News/Williamsburg International,Newport News,VA,USA,AirTran Airways Corporation,50
Worcester Regional,Worcester,MA,USA,Chicago O'Hare International,Chicago,IL,USA,American Eagle Airlines Inc.,50
Burlington International,Burlington,VT,USA,Newark Intl,Newark,NJ,USA,Continental Air Lines Inc.,48
Cincinnati Northern Kentucky Intl,Covington,KY,USA,Charlotte/Douglas International,Charlotte,NC,USA,Mesa Airlines Inc.,48
Denver Intl,Denver,CO,USA,Pittsburgh International,Pittsburgh,PA,USA,Mesa Airlines Inc.,48
Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,Newark Intl,Newark,NJ,USA,American Airlines Inc.,48
Gen Edw L Logan Intl,Boston,MA,USA,Southwest Florida International,Ft. Myers,FL,USA,Comair Inc.,48
General Mitchell International,Milwaukee,WI,USA,Memphis International,Memphis,TN,USA,Pinnacle Airlines Inc.,48
Honolulu International,Honolulu,HI,USA,San Diego International-Lindbergh,San Diego,CA,USA,United Air Lines Inc.,48
Indianapolis International,Indianapolis,IN,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Atlantic Southeast Airlines,48
Kansas City International,Kansas City,MO,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Pinnacle Airlines Inc.,48
LaGuardia,New York,NY,USA,Jacksonville International,Jacksonville,FL,USA,Atlantic Southeast Airlines,48
Lambert-St Louis International,St Louis,MO,USA,Eppley Airfield,Omaha,NE,USA,American Airlines Inc.,48
Lambert-St Louis International,St Louis,MO,USA,Indianapolis International,Indianapolis,IN,USA,American Airlines Inc.,48
Lambert-St Louis International,St Louis,MO,USA,San Diego International-Lindbergh,San Diego,CA,USA,Trans World Airways LLC,48
Lambert-St Louis International,St Louis,MO,USA,Tampa International,Tampa,FL,USA,Trans World Airways LLC,48
Los Angeles International,Los Angeles,CA,USA,John Wayne /Orange Co,Santa Ana,CA,USA,American Airlines Inc.,48
Memphis International,Memphis,TN,USA,Nashville International,Nashville,TN,USA,United Air Lines Inc.,48
Palm Beach International,West Palm Beach,FL,USA,Chicago Midway,Chicago,IL,USA,Southwest Airlines Co.,48
Raleigh-Durham International,Raleigh,NC,USA,Piedmont Triad International,Greensboro,NC,USA,Continental Air Lines Inc.,48
Ronald Reagan Washington National,Arlington,VA,USA,Palm Beach International,West Palm Beach,FL,USA,AirTran Airways Corporation,48
Ronald Reagan Washington National,Arlington,VA,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),48
Seattle-Tacoma Intl,Seattle,WA,USA,Chicago Midway,Chicago,IL,USA,ATA Airlines d/b/a ATA,48
Springfield-Branson Regional,Springfield,MO,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Skywest Airlines Inc.,48
Tampa International,Tampa,FL,USA,Richmond International,Richmond,VA,USA,Atlantic Southeast Airlines,48
Ted Stevens Anchorage International,Anchorage,AK,USA,Chicago O'Hare International,Chicago,IL,USA,American Airlines Inc.,48
Washington Dulles International,Chantilly,VA,USA,Minneapolis-St Paul Intl,Minneapolis,MN,USA,Pinnacle Airlines Inc.,48
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Nashville International,Nashville,TN,USA,Skywest Airlines Inc.,48
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Philadelphia Intl,Philadelphia,PA,USA,Atlantic Southeast Airlines,48
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,San Antonio International,San Antonio,TX,USA,Pinnacle Airlines Inc.,48
Cincinnati Northern Kentucky Intl,Covington,KY,USA,Luis Munoz Marin International,San Juan,PR,USA,Delta Air Lines Inc.,47
Cleveland-Hopkins Intl,Cleveland,OH,USA,Long Island - MacArthur,Islip,NY,USA,Expressjet Airlines Inc.,47
Cincinnati Northern Kentucky Intl,Covington,KY,USA,Panama City-Bay County International,Panama City,FL,USA,Atlantic Southeast Airlines,46
Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Bishop,Flint,MI,USA,American Eagle Airlines Inc.,46
Des Moines International,Des Moines,IA,USA,Newark Intl,Newark,NJ,USA,Expressjet Airlines Inc.,46
George Bush Intercontinental,Houston,TX,USA,Norfolk International,Norfolk,VA,USA,Continental Air Lines Inc.,46
John Wayne /Orange Co,Santa Ana,CA,USA,Reno/Tahoe International,Reno,NV,USA,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),46
Key,Meridian,MS,USA,Columbus Metropolitan,Columbus,GA,USA,Atlantic Southeast Airlines,46
Lambert-St Louis International,St Louis,MO,USA,City of Colorado Springs Muni,Colorado Springs,CO,USA,Trans World Airways LLC,46
McCarran International,Las Vegas,NV,USA,Reno/Tahoe International,Reno,NV,USA,American Airlines Inc.,46
Phoenix Sky Harbor International,Phoenix,AZ,USA,Miami International,Miami,FL,USA,American Airlines Inc.,46
Phoenix Sky Harbor International,Phoenix,AZ,USA,Portland Intl,Portland,OR,USA,Mesa Airlines Inc.,46
Shreveport Regional,Shreveport,LA,USA,Lambert-St Louis International,St Louis,MO,USA,Trans World Airways LLC,46
Southwest Florida International,Ft. Myers,FL,USA,Washington Dulles International,Chantilly,VA,USA,United Air Lines Inc.,46
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Palm Springs International,Palm Springs,CA,USA,Delta Air Lines Inc.,46
Wilmington International,Wilmington,NC,USA,Middle Georgia Regional,Macon,GA,USA,Atlantic Southeast Airlines,46
Albany Cty,Albany,NY,USA,Gen Edw L Logan Intl,Boston,MA,USA,American Eagle Airlines Inc.,45
Benedum,Clarksburg,WV,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Comair Inc.,45
Bradley International,Windsor Locks,CT,USA,Tampa International,Tampa,FL,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),45
Ronald Reagan Washington National,Arlington,VA,USA,Orlando International,Orlando,FL,USA,AirTran Airways Corporation,45
Binghamton Regional,Binghamton,NY,USA,John F Kennedy Intl,New York,NY,USA,Comair Inc.,44
Cincinnati Northern Kentucky Intl,Covington,KY,USA,Quad City,Moline,IL,USA,Comair Inc.,44
City of Colorado Springs Muni,Colorado Springs,CO,USA,Chicago O'Hare International,Chicago,IL,USA,Independence Air,44
Detroit Metropolitan-Wayne County,Detroit,MI,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Skywest Airlines Inc.,44
Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,AirTran Airways Corporation,44
Gainesville Regional,Gainesville,FL,USA,Charlotte/Douglas International,Charlotte,NC,USA,Mesa Airlines Inc.,44
Gen Edw L Logan Intl,Boston,MA,USA,Jacksonville International,Jacksonville,FL,USA,American Airlines Inc.,44
Honolulu International,Honolulu,HI,USA,Ted Stevens Anchorage International,Anchorage,AK,USA,Northwest Airlines Inc.,44
Jackson International,Jackson,MS,USA,Monroe Regional,Monroe,LA,USA,Delta Air Lines Inc.,44
Lambert-St Louis International,St Louis,MO,USA,Ted Stevens Anchorage International,Anchorage,AK,USA,Trans World Airways LLC,44
Manchester,Manchester,NH,USA,Cleveland-Hopkins Intl,Cleveland,OH,USA,Continental Air Lines Inc.,44
Raleigh-Durham International,Raleigh,NC,USA,Richmond International,Richmond,VA,USA,Delta Air Lines Inc.,44
Reno/Tahoe International,Reno,NV,USA,John Wayne /Orange Co,Santa Ana,CA,USA,American Airlines Inc.,44
Richmond International,Richmond,VA,USA,Orlando International,Orlando,FL,USA,Atlantic Southeast Airlines,44
San Antonio International,San Antonio,TX,USA,Albuquerque International,Albuquerque,NM,USA,Skywest Airlines Inc.,44
Seattle-Tacoma Intl,Seattle,WA,USA,Roberts,Redmond,OR,USA,Skywest Airlines Inc.,44
Tampa International,Tampa,FL,USA,John F Kennedy Intl,New York,NY,USA,American Airlines Inc.,44
Tompkins Cty,Ithaca,NY,USA,Elmira/Corning Regional,Elmira,NY,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),44
Burlington International,Burlington,VT,USA,Pittsburgh International,Pittsburgh,PA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),43
Capital City,Lansing,MI,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Atlantic Southeast Airlines,42
Charlotte/Douglas International,Charlotte,NC,USA,Greenville-Spartanburg,Greer,SC,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),42
Chicago Midway,Chicago,IL,USA,Charlotte/Douglas International,Charlotte,NC,USA,ATA Airlines d/b/a ATA,42
Chicago O'Hare International,Chicago,IL,USA,John F Kennedy Intl,New York,NY,USA,Delta Air Lines Inc.,42
Cincinnati Northern Kentucky Intl,Covington,KY,USA,Palm Beach International,West Palm Beach,FL,USA,Atlantic Southeast Airlines,42
Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Boise Air Terminal,Boise,ID,USA,American Eagle Airlines Inc.,42
Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Greater Peoria Regional,Peoria,IL,USA,Atlantic Southeast Airlines,42
Denver Intl,Denver,CO,USA,Metropolitan Oakland International,Oakland,CA,USA,Southwest Airlines Co.,42
Denver Intl,Denver,CO,USA,Ted Stevens Anchorage International,Anchorage,AK,USA,Frontier Airlines Inc.,42
Detroit Metropolitan-Wayne County,Detroit,MI,USA,Kansas City International,Kansas City,MO,USA,Pinnacle Airlines Inc.,42
Eagle County Regional,Eagle,CO,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Northwest Airlines Inc.,42
Gen Edw L Logan Intl,Boston,MA,USA,Palm Beach International,West Palm Beach,FL,USA,AirTran Airways Corporation,42
Indianapolis International,Indianapolis,IN,USA,Tampa International,Tampa,FL,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),42
Lambert-St Louis International,St Louis,MO,USA,Will Rogers World,Oklahoma City,OK,USA,American Airlines Inc.,42
Louisville International-Standiford,Louisville,KY,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Skywest Airlines Inc.,42
McCarran International,Las Vegas,NV,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Southwest Airlines Co.,42
Minneapolis-St Paul Intl,Minneapolis,MN,USA,Adams,Little Rock,AR,USA,Pinnacle Airlines Inc.,42
Newark Intl,Newark,NJ,USA,Philadelphia Intl,Philadelphia,PA,USA,American Airlines Inc.,42
Newport News/Williamsburg International,Newport News,VA,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Comair Inc.,42
Norfolk International,Norfolk,VA,USA,Richmond International,Richmond,VA,USA,United Air Lines Inc.,42
Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Atlantic Southeast Airlines,42
Ontario International,Ontario,CA,USA,Palm Springs International,Palm Springs,CA,USA,Trans World Airways LLC,42
Philadelphia Intl,Philadelphia,PA,USA,John F Kennedy Intl,New York,NY,USA,United Air Lines Inc.,42
Piedmont Triad International,Greensboro,NC,USA,Raleigh-Durham International,Raleigh,NC,USA,Comair Inc.,42
Pierre Regional,Pierre,SD,USA,Minneapolis-St Paul Intl,Minneapolis,MN,USA,Pinnacle Airlines Inc.,42
San Antonio International,San Antonio,TX,USA,William P Hobby,Houston,TX,USA,American Airlines Inc.,42
Sarasota Bradenton International,Sarasota,FL,USA,Ronald Reagan Washington National,Arlington,VA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),42
Spokane Intl,Spokane,WA,USA,Denver Intl,Denver,CO,USA,Skywest Airlines Inc.,42
Tulsa International,Tulsa,OK,USA,Austin-Bergstrom International,Austin,TX,USA,Expressjet Airlines Inc.,42
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA,Delta Air Lines Inc.,41
Chicago O'Hare International,Chicago,IL,USA,Savannah International,Savannah,GA,USA,American Eagle Airlines Inc.,40
Cincinnati Northern Kentucky Intl,Covington,KY,USA,Denver Intl,Denver,CO,USA,Atlantic Southeast Airlines,40
Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Myrtle Beach International,Myrtle Beach,SC,USA,Comair Inc.,40
Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,New Orleans International,New Orleans,LA,USA,Trans World Airways LLC,40
Detroit Metropolitan-Wayne County,Detroit,MI,USA,Fort Wayne International,Fort Wayne,IN,USA,Northwest Airlines Inc.,40
George Bush Intercontinental,Houston,TX,USA,Denver Intl,Denver,CO,USA,Mesa Airlines Inc.,40
George Bush Intercontinental,Houston,TX,USA,Quad City,Moline,IL,USA,Skywest Airlines Inc.,40
Greater Rochester Int'l,Rochester,NY,USA,Syracuse-Hancock Intl,Syracuse,NY,USA,Comair Inc.,40
Honolulu International,Honolulu,HI,USA,San Diego International-Lindbergh,San Diego,CA,USA,Hawaiian Airlines Inc.,40
Indianapolis International,Indianapolis,IN,USA,Minneapolis-St Paul Intl,Minneapolis,MN,USA,Pinnacle Airlines Inc.,40
Lambert-St Louis International,St Louis,MO,USA,Austin-Bergstrom International,Austin,TX,USA,Trans World Airways LLC,40
Lambert-St Louis International,St Louis,MO,USA,John Wayne /Orange Co,Santa Ana,CA,USA,Trans World Airways LLC,40
Lambert-St Louis International,St Louis,MO,USA,Norfolk International,Norfolk,VA,USA,Trans World Airways LLC,40
Lambert-St Louis International,St Louis,MO,USA,Quad City,Moline,IL,USA,American Airlines Inc.,40
Lambert-St Louis International,St Louis,MO,USA,Salt Lake City Intl,Salt Lake City,UT,USA,American Airlines Inc.,40
Memphis International,Memphis,TN,USA,Fresno Yosemite International,Fresno,CA,USA,Skywest Airlines Inc.,40
Mid Delta Regional,Greenville,MS,USA,Memphis International,Memphis,TN,USA,Pinnacle Airlines Inc.,40
Minneapolis-St Paul Intl,Minneapolis,MN,USA,Bemidji-Beltrami County,Bemidji,MN,USA,Pinnacle Airlines Inc.,40
Minneapolis-St Paul Intl,Minneapolis,MN,USA,William P Hobby,Houston,TX,USA,Northwest Airlines Inc.,40
Orlando International,Orlando,FL,USA,Burbank-Glendale-Pasadena,Burbank,CA,USA,JetBlue Airways,40
Philadelphia Intl,Philadelphia,PA,USA,Columbia Metropolitan,Columbia,SC,USA,Mesa Airlines Inc.,40
Philadelphia Intl,Philadelphia,PA,USA,Washington Dulles International,Chantilly,VA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),40
Pittsburgh International,Pittsburgh,PA,USA,Burlington International,Burlington,VT,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),40
Pittsburgh International,Pittsburgh,PA,USA,Washington Dulles International,Chantilly,VA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),40
Port Columbus Intl,Columbus,OH,USA,Tampa International,Tampa,FL,USA,Delta Air Lines Inc.,40
Portland International Jetport,Portland,ME,USA,Gen Edw L Logan Intl,Boston,MA,USA,Independence Air,40
Raleigh-Durham International,Raleigh,NC,USA,Orlando International,Orlando,FL,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),40
Sacramento International,Sacramento,CA,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Southwest Airlines Co.,40
Tallahassee Regional,Tallahassee,FL,USA,Miami International,Miami,FL,USA,American Eagle Airlines Inc.,40
Birmingham International,Birmingham,AL,USA,Chicago O'Hare International,Chicago,IL,USA,United Air Lines Inc.,39
Natrona County Intl,Casper,WY,USA,Pocatello Regional,Pocatello,ID,USA,Skywest Airlines Inc.,39
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Portland International Jetport,Portland,ME,USA,Delta Air Lines Inc.,39
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Washington Dulles International,Chantilly,VA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),39
Chicago O'Hare International,Chicago,IL,USA,Stewart,Newburgh,NY,USA,American Airlines Inc.,38
Cincinnati Northern Kentucky Intl,Covington,KY,USA,Eglin Air Force Base,Valparaiso,FL,USA,Atlantic Southeast Airlines,38
Columbia Metropolitan,Columbia,SC,USA,Charleston AFB/International,Charleston,SC,USA,Continental Air Lines Inc.,38
Denver Intl,Denver,CO,USA,William P Hobby,Houston,TX,USA,Southwest Airlines Co.,38
Detroit Metropolitan-Wayne County,Detroit,MI,USA,Kent County International,Grand Rapids,MI,USA,Pinnacle Airlines Inc.,38
Gunnison County,Gunnison,CO,USA,Newark Intl,Newark,NJ,USA,Continental Air Lines Inc.,38
John F Kennedy Intl,New York,NY,USA,Pittsburgh International,Pittsburgh,PA,USA,Atlantic Southeast Airlines,38
Los Angeles International,Los Angeles,CA,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Expressjet Airlines Inc.,38
Louisville International-Standiford,Louisville,KY,USA,Chicago O'Hare International,Chicago,IL,USA,United Air Lines Inc.,38
Manchester,Manchester,NH,USA,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,Southwest Airlines Co.,38
Monroe Regional,Monroe,LA,USA,Shreveport Regional,Shreveport,LA,USA,Delta Air Lines Inc.,38
Newark Intl,Newark,NJ,USA,Sarasota Bradenton International,Sarasota,FL,USA,Expressjet Airlines Inc.,38
Ontario International,Ontario,CA,USA,Palm Springs International,Palm Springs,CA,USA,Skywest Airlines Inc.,38
Orlando International,Orlando,FL,USA,Nashville International,Nashville,TN,USA,Atlantic Southeast Airlines,38
Phoenix Sky Harbor International,Phoenix,AZ,USA,Honolulu International,Honolulu,HI,USA,ATA Airlines d/b/a ATA,38
Richmond International,Richmond,VA,USA,Norfolk International,Norfolk,VA,USA,Delta Air Lines Inc.,38
San Antonio International,San Antonio,TX,USA,Austin-Bergstrom International,Austin,TX,USA,Expressjet Airlines Inc.,38
San Diego International-Lindbergh,San Diego,CA,USA,Memphis International,Memphis,TN,USA,Northwest Airlines Inc.,38
